Data_waalhaven.FEATUREID;Data_waalhaven.RESTRICTION_TYPE;Data_waalhaven.VESSEL_TYPE;Data_waalhaven.VESSEL_LENGTH_FROM;Data_waalhaven.VESSEL_LENGTH_TO;Data_waalhaven.VESSEL_BEAM_FROM;Data_waalhaven.VESSEL_BEAM_TO;Data_waalhaven.VESSEL_DRAUGHT_FROM;Data_waalhaven.VESSEL_DRAUGHT_TO;Data_waalhaven.VESSEL_HEIGHT_FROM;Data_waalhaven.VESSEL_HEIGHT_TO;Data_waalhaven.VESSEL_TONNAGE_FROM;Data_waalhaven.VESSEL_TONNAGE_TO;Data_waalhaven.VESSEL_DIRECTION;Data_waalhaven.SPECIAL_TRANSPORT;Data_waalhaven.VISIBILITY_FROM;Data_waalhaven.VISIBILITY_TO;Data_waalhaven.WIND_DIRECTION_FROM;Data_waalhaven.WIND_DIRECTION_TO;Data_waalhaven.WIND_SPEED_FROM;Data_waalhaven.WIND_SPEED_TO;Data_waalhaven.CURRENT_FROM;Data_waalhaven.CURRENT_TO;Data_waalhaven.CURRENT_TREND;Data_waalhaven.LIGHT_CONDITION;Data_waalhaven.RESTRICTION_VALUE;Data_waalhaven.RESTRICTION_UNIT;Data_waalhaven.RESTRICTION_DESCRIPTION;Data_waalhaven.POLICY_CLEARANCE;Data_waalhaven.POLICY_TUG_NUMBER;Data_waalhaven.POLICY_TUG_TYPE;Data_waalhaven.POLICY_TUG_BOLLARD_PULL;Data_waalhaven.POLICY_REMARKS;Data_waalhaven.STATUS;Data_waalhaven.DATASOURCE;Data_waalhaven.SURVEYMETHOD;Data_waalhaven.SURVEYPRECISION;Data_waalhaven.SURVEYDATE;Data_waalhaven.FUNCSTARTDATE;Data_waalhaven.FUNCENDDATE
N Z100/6/180;VESSEL_TYPE;A11A;;;;;;;;;;;ALL;;;;;;;;;;;;0;;;;;;;;;;;;;;
N Z100/6/180;VESSEL_TYPE;A13;;;;;;;;;;;ALL;;;;;;;;;;;;0;;;;;;;;;;;;;;
N Z100/6/180;VESSEL_TYPE;A12;;;;;;;;;;;ALL;;;;;;;;;;;;0;;;;;;;;;;;;;;
N Z100/6/1250;MAXIMUM_BEAM;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;23,1;METERS;;;;;;;;;;;;;
N Z100/6/1251;MAXIMUM_BEAM;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;32,3;METERS;;;;;;;;;;;;;
N Z100/6/1252;MAXIMUM_BEAM;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;32,2;METERS;;;;;;;;;;;;;
N Z100/6/1253;MAXIMUM_BEAM;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;32,2;METERS;;;;;;;;;;;;;
N Z100/6/1658;MINIMUM_LENGTH;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;90;METERS;;;;;;;;;;;;;
N Z100/6/253;MAXIMUM_LENGTH;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;340;METERS;;;;;;;;;;;;;
N Z100/6/61;MAXIMUM_LENGTH;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;290;METERS;;;;;;;;;;;;;
N Z100/6/264;VESSEL_TYPE;A11A;;;;;;;;;;;ALL;;;;;;;;;;;;0;;;;;;;;;;;;;;
N Z100/6/264;VESSEL_TYPE;A13;;;;;;;;;;;ALL;;;;;;;;;;;;0;;;;;;;;;;;;;;
N Z100/6/264;VESSEL_TYPE;A12;;;;;;;;;;;ALL;;;;;;;;;;;;0;;;;;;;;;;;;;;
N Z100/6/148;VESSEL_TYPE;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;1;;;;;;;;;;;;;;
N Z100/6/148;VESSEL_TYPE;A11A;;;;;;;;;;;ALL;;;;;;;;;;;;0;;;;;;;;;;;;;;
N Z100/6/148;VESSEL_TYPE;A13;;;;;;;;;;;ALL;;;;;;;;;;;;0;;;;;;;;;;;;;;
N Z100/6/148;VESSEL_TYPE;A12;;;;;;;;;;;ALL;;;;;;;;;;;;0;;;;;;;;;;;;;;
N Z100/6/155;VESSEL_TYPE;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;1;;;;;;;;;;;;;;
N Z100/6/155;VESSEL_TYPE;A11A;;;;;;;;;;;ALL;;;;;;;;;;;;0;;;;;;;;;;;;;;
N Z100/6/155;VESSEL_TYPE;A13;;;;;;;;;;;ALL;;;;;;;;;;;;0;;;;;;;;;;;;;;
N Z100/6/155;VESSEL_TYPE;A12;;;;;;;;;;;ALL;;;;;;;;;;;;0;;;;;;;;;;;;;;
N Z100/6/220;VESSEL_TYPE;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;1;;;;;;;;;;;;;;
N Z100/6/220;VESSEL_TYPE;A11A;;;;;;;;;;;ALL;;;;;;;;;;;;0;;;;;;;;;;;;;;
N Z100/6/220;VESSEL_TYPE;A13;;;;;;;;;;;ALL;;;;;;;;;;;;0;;;;;;;;;;;;;;
N Z100/6/220;VESSEL_TYPE;A12;;;;;;;;;;;ALL;;;;;;;;;;;;0;;;;;;;;;;;;;;
N Z100/6/1230;VESSEL_TYPE;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;1;;;;;;;;;;;;;;
N Z100/6/1326;VESSEL_TYPE;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;1;;;;;;;;;;;;;;
N Z100/6/1326;VESSEL_TYPE;A11A;;;;;;;;;;;ALL;;;;;;;;;;;;0;;;;;;;;;;;;;;
N Z100/6/1326;VESSEL_TYPE;A13;;;;;;;;;;;ALL;;;;;;;;;;;;0;;;;;;;;;;;;;;
N Z100/6/1326;VESSEL_TYPE;A12;;;;;;;;;;;ALL;;;;;;;;;;;;0;;;;;;;;;;;;;;
N Z100/6/1327;VESSEL_TYPE;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;1;;;;;;;;;;;;;;
N Z100/6/1327;VESSEL_TYPE;A11A;;;;;;;;;;;ALL;;;;;;;;;;;;0;;;;;;;;;;;;;;
N Z100/6/1327;VESSEL_TYPE;A13;;;;;;;;;;;ALL;;;;;;;;;;;;0;;;;;;;;;;;;;;
N Z100/6/1327;VESSEL_TYPE;A12;;;;;;;;;;;ALL;;;;;;;;;;;;0;;;;;;;;;;;;;;
N Z100/6/1230;VESSEL_TYPE;A11A;;;;;;;;;;;ALL;;;;;;;;;;;;0;;;;;;;;;;;;;;
N Z100/6/1230;VESSEL_TYPE;A13;;;;;;;;;;;ALL;;;;;;;;;;;;0;;;;;;;;;;;;;;
N Z100/6/1230;VESSEL_TYPE;A12;;;;;;;;;;;ALL;;;;;;;;;;;;0;;;;;;;;;;;;;;
N Z100/6/95;VESSEL_TYPE;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;1;;;;;;;;;;;;;;
N Z100/6/95;VESSEL_TYPE;A11A;;;;;;;;;;;ALL;;;;;;;;;;;;0;;;;;;;;;;;;;;
N Z100/6/95;VESSEL_TYPE;A13;;;;;;;;;;;ALL;;;;;;;;;;;;0;;;;;;;;;;;;;;
N Z100/6/95;VESSEL_TYPE;A12;;;;;;;;;;;ALL;;;;;;;;;;;;0;;;;;;;;;;;;;;
N Z100/6/1521;VESSEL_TYPE;A12;;;;;;;;;;;ALL;;;;;;;;;;;;0;;;;;;;;;;;;;;
N Z100/6/57;VESSEL_TYPE;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;1;;;;;;;;;;;;;;
N Z100/6/57;VESSEL_TYPE;A11A;;;;;;;;;;;ALL;;;;;;;;;;;;0;;;;;;;;;;;;;;
N Z100/6/57;VESSEL_TYPE;A13;;;;;;;;;;;ALL;;;;;;;;;;;;0;;;;;;;;;;;;;;
N Z100/6/57;VESSEL_TYPE;A12;;;;;;;;;;;ALL;;;;;;;;;;;;0;;;;;;;;;;;;;;
N Z100/6/1250;VESSEL_TYPE;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;1;;;;;;;;;;;;;;
N Z100/6/1250;VESSEL_TYPE;A11A;;;;;;;;;;;ALL;;;;;;;;;;;;0;;;;;;;;;;;;;;
N Z100/6/1250;VESSEL_TYPE;A13;;;;;;;;;;;ALL;;;;;;;;;;;;0;;;;;;;;;;;;;;
N Z100/6/1250;VESSEL_TYPE;A12;;;;;;;;;;;ALL;;;;;;;;;;;;0;;;;;;;;;;;;;;
N Z100/6/101;MAXIMUM_LENGTH;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;389;METERS;;;;;;;;;;;;;
N Z100/6/276;MAXIMUM_LENGTH;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;389;METERS;;;;;;;;;;;;;
N Z100/6/102;MAXIMUM_LENGTH;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;370;METERS;;;;;;;;;;;;;
N Z100/6/272;MAXIMUM_LENGTH;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;370;METERS;;;;;;;;;;;;;
N Z100/6/385;VESSEL_TYPE;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;1;;;;;;;;;;;;;;
N Z100/6/385;VESSEL_TYPE;A11A;;;;;;;;;;;ALL;;;;;;;;;;;;0;;;;;;;;;;;;;;
N Z100/6/385;VESSEL_TYPE;A13;;;;;;;;;;;ALL;;;;;;;;;;;;0;;;;;;;;;;;;;;
N Z100/6/385;VESSEL_TYPE;A12;;;;;;;;;;;ALL;;;;;;;;;;;;0;;;;;;;;;;;;;;
N Z100/6/61;VESSEL_TYPE;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;1;;;;;;;;;;;;;;
N Z100/6/61;VESSEL_TYPE;A11A;;;;;;;;;;;ALL;;;;;;;;;;;;0;;;;;;;;;;;;;;
N Z100/6/61;VESSEL_TYPE;A13;;;;;;;;;;;ALL;;;;;;;;;;;;0;;;;;;;;;;;;;;
N Z100/6/61;VESSEL_TYPE;A12;;;;;;;;;;;ALL;;;;;;;;;;;;0;;;;;;;;;;;;;;
N Z100/6/256;VESSEL_TYPE;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;1;;;;;;;;;;;;;;
N Z100/6/256;VESSEL_TYPE;A11A;;;;;;;;;;;ALL;;;;;;;;;;;;0;;;;;;;;;;;;;;
N Z100/6/256;VESSEL_TYPE;A13;;;;;;;;;;;ALL;;;;;;;;;;;;0;;;;;;;;;;;;;;
N Z100/6/256;VESSEL_TYPE;A12;;;;;;;;;;;ALL;;;;;;;;;;;;0;;;;;;;;;;;;;;
N Z100/6/1780;VESSEL_TYPE;A11A;;;;;;;;;;;ALL;;;;;;;;;;;;0;;;;;;;;;;;;;;
N Z100/6/1780;VESSEL_TYPE;A13;;;;;;;;;;;ALL;;;;;;;;;;;;0;;;;;;;;;;;;;;
N Z100/6/1242;VESSEL_TYPE;ALL;;;;;;;;;;;ALL;;;;;;;;;;;;1;;;;;;;;;;;;;;
N Z100/6/1242;VESSEL_TYPE;A11A;;;;;;;;;;;ALL;;;;;;;;;;;;0;;;;;;;;;;;;;;
